label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86
1,0.0,0.0,0.0,-0.21807721257209778,-0.348771333694458,-0.08608086407184601,-0.29983845353126526,-0.7591232657432556,-0.12268810719251633,-0.22973155975341797,-1.1326593160629272,-0.16852836310863495,-0.13539406657218933,-1.3925597667694092,-0.20076343417167664,-0.1696462333202362,-1.087656855583191,0.010916086845099926,-0.23732081055641174,-1.5332422256469727,-0.09798326343297958,-0.2435998171567917,-1.7869980335235596,-0.15298014879226685,-0.23453401029109955,-2.029536724090576,-0.18648412823677063,0.00826991256326437,-0.9999647736549377,0.0014247408835217357,0.00932544656097889,-1.2293686866760254,-0.13862542808055878,-0.014213147573173046,-0.8467547297477722,-0.13554146885871887,0.0010988633148372173,-0.7245950102806091,-0.09285818785429001,0.17775332927703857,-0.8550822734832764,-0.034062378108501434,0.17542044818401337,-1.033461570739746,-0.19156786799430847,0.09089289605617523,-0.6835762858390808,-0.12126035243272781,0.08481881767511368,-0.6071867346763611,-0.02991586923599243,0.31945720314979553,-0.6910196542739868,-0.07869728654623032,0.3250778019428253,-0.8459351062774658,-0.16077809035778046,0.21907484531402588,-0.6349398493766785,-0.09703166782855988,0.18916897475719452,-0.5513121485710144,-0.028371544554829597,0.6590746641159058,0.9645283818244934,0.2911515533924103,0.2647757828235626,0.1975497454404831,0.6448041796684265,0.6902540922164917,0.8333626389503479,0.9180183410644531,-0.014279310591518879,-0.10790524631738663,-0.1708475649356842,-0.1723918914794922,0.46438148617744446,1.0743751525878906,0.2911515533924103,0.40139326453208923,0.4846663773059845,0.06972675770521164,0.9485653042793274,0.947620689868927,0.14572912454605103,0.13164587318897247,0.11828626692295074
1,0.0,0.0,0.0,-0.21990938484668732,-0.3517550528049469,-0.0847327709197998,-0.30164629220962524,-0.7571889162063599,-0.12003569304943085,-0.23325181007385254,-1.1303577423095703,-0.16443674266338348,-0.13976486027240753,-1.3935264348983765,-0.19543245434761047,-0.17355945706367493,-1.0872855186462402,0.015147888101637363,-0.2403912991285324,-1.533577799797058,-0.0909167230129242,-0.24508288502693176,-1.788169026374817,-0.14714758098125458,-0.23585429787635803,-2.029646873474121,-0.18227291107177734,0.0053852335549890995,-0.999966025352478,0.006243258249014616,0.007217065896838903,-1.230605125427246,-0.13249482214450836,-0.015231327153742313,-0.8508119583129883,-0.1335887461900711,-0.0036211195401847363,-0.7232127785682678,-0.09473562985658646,0.17451895773410797,-0.8561450839042664,-0.028100330382585526,0.17360371351242065,-1.035847544670105,-0.18359249830245972,0.08961594849824905,-0.6879040002822876,-0.11649894714355469,0.07974737137556076,-0.6061416864395142,-0.028049368411302567,0.3160443902015686,-0.6926448345184326,-0.07139207422733307,0.3237228989601135,-0.8487510085105896,-0.15177609026432037,0.21758131682872772,-0.6391948461532593,-0.08887743204832077,0.18427354097366333,-0.5533426403999329,-0.021420404314994812,0.6609203815460205,0.9648318886756897,0.2947375178337097,0.26736369729042053,0.19815605878829956,0.6434714794158936,0.6913720965385437,0.8343725204467773,0.9171640872955322,-0.0131595553830266,-0.10069682449102402,-0.1673830896615982,-0.17401205003261566,0.4654368758201599,1.0742335319519043,0.2947375178337097,0.402247816324234,0.4819115698337555,0.06907562911510468,0.9493396282196045,0.9484568238258362,0.14879222214221954,0.1330600082874298,0.11732495576143265
1,0.0,0.0,0.0,-0.2190096527338028,-0.3517396152019501,-0.07981191575527191,-0.2995619475841522,-0.7604079842567444,-0.11218944191932678,-0.2312421053647995,-1.1345841884613037,-0.15514825284481049,-0.13557545840740204,-1.3889782428741455,-0.1854165941476822,-0.1713770478963852,-1.086525321006775,0.021922925487160683,-0.23627817630767822,-1.5339395999908447,-0.08391447365283966,-0.2415686547756195,-1.785073161125183,-0.1415538191795349,-0.2314634621143341,-2.027103900909424,-0.17813728749752045,0.006210427265614271,-0.999926745891571,0.01039100345224142,0.010963830165565014,-1.2284469604492188,-0.13173872232437134,-0.011189964599907398,-0.8500857353210449,-0.13867920637130737,-0.0008909571333788335,-0.722464919090271,-0.10348720848560333,0.17553889751434326,-0.8558934926986694,-0.025799941271543503,0.1770298182964325,-1.0342234373092651,-0.18286821246147156,0.09141649305820465,-0.6866153478622437,-0.11903975903987885,0.07835836708545685,-0.6032232642173767,-0.03212253004312515,0.3167930245399475,-0.6922356486320496,-0.07046645134687424,0.3266889154911041,-0.8468030691146851,-0.15103837847709656,0.22028613090515137,-0.6378036141395569,-0.08910731971263885,0.18489526212215424,-0.551591694355011,-0.021888887509703636,0.6537234783172607,0.9634950160980225,0.3000062108039856,0.2707882523536682,0.1988404244184494,0.6453307867050171,0.6849031448364258,0.8286601901054382,0.9114049673080444,-0.007279310841113329,-0.08192939311265945,-0.15329407155513763,-0.163527712225914,0.45804470777511597,1.071039080619812,0.3000062108039856,0.4054459035396576,0.4837091565132141,0.06745066493749619,0.9433416128158569,0.9503498673439026,0.1593325138092041,0.13839572668075562,0.11581551283597946
1,0.0,0.0,0.0,-0.21959197521209717,-0.3508526384830475,-0.0774753987789154,-0.2990821599960327,-0.7602366209030151,-0.1083880290389061,-0.23187017440795898,-1.1361353397369385,-0.15034717321395874,-0.1395905762910843,-1.3926937580108643,-0.18006373941898346,-0.17225657403469086,-1.0860371589660645,0.022508349269628525,-0.2369091957807541,-1.5353411436080933,-0.0838422030210495,-0.24228329956531525,-1.7842119932174683,-0.14192262291908264,-0.2312517613172531,-2.026789426803589,-0.17880387604236603,0.005898738279938698,-0.9999346733093262,0.009792794473469257,0.011571133509278297,-1.2276251316070557,-0.13343091309070587,-0.011891287751495838,-0.850406289100647,-0.14203473925590515,-0.0024812982883304358,-0.725027859210968,-0.10805390030145645,0.1755719780921936,-0.8561139106750488,-0.027188556268811226,0.17807428538799286,-1.0339295864105225,-0.1856861412525177,0.09021808207035065,-0.6861343383789062,-0.12362678349018097,0.07494161278009415,-0.6041625142097473,-0.03764645755290985,0.3161480128765106,-0.6936377286911011,-0.0722440779209137,0.3262869119644165,-0.8458714485168457,-0.1540176123380661,0.2195734679698944,-0.6362829208374023,-0.09303781390190125,0.1823277324438095,-0.5509981513023376,-0.026316039264202118,0.6561837196350098,0.9638577699661255,0.29921868443489075,0.2715056836605072,0.20090621709823608,0.6406875252723694,0.6853920221328735,0.8295109272003174,0.9141779541969299,-0.0012598661705851555,-0.0720098465681076,-0.1424172818660736,-0.15374770760536194,0.45986127853393555,1.0706257820129395,0.29921868443489075,0.40454044938087463,0.4837096333503723,0.06781360507011414,0.9467300176620483,0.9503347277641296,0.16263480484485626,0.14216607809066772,0.11828223615884781
1,0.0,0.0,0.0,-0.21884064376354218,-0.3476426899433136,-0.07813811302185059,-0.2996551990509033,-0.760643720626831,-0.1094682514667511,-0.23493951559066772,-1.1414448022842407,-0.15185590088367462,-0.1385560929775238,-1.3967111110687256,-0.1820175051689148,-0.17303580045700073,-1.087161660194397,0.02045508287847042,-0.23775990307331085,-1.5407534837722778,-0.08880840986967087,-0.2433100938796997,-1.7902109622955322,-0.1488199084997177,-0.23180925846099854,-2.0339882373809814,-0.18695186078548431,0.004852721001952887,-0.9999594688415527,0.0075822933577001095,0.011628523468971252,-1.22884202003479,-0.13876712322235107,-0.011531923897564411,-0.8490834832191467,-0.14868205785751343,-0.0024336630012840033,-0.7235836386680603,-0.11508152633905411,0.17493721842765808,-0.8548195958137512,-0.029542414471507072,0.17833755910396576,-1.033672571182251,-0.19083939492702484,0.08928488940000534,-0.6827442646026611,-0.12815220654010773,0.07299347966909409,-0.600817859172821,-0.040907371789216995,0.31553322076797485,-0.6910203695297241,-0.07475405186414719,0.3270988166332245,-0.8434652090072632,-0.1594437211751938,0.2189578115940094,-0.6313770413398743,-0.09856200218200684,0.18013198673725128,-0.5457282066345215,-0.03111647255718708,0.6601499319076538,0.9710575342178345,0.30246177315711975,0.27393168210983276,0.20334096252918243,0.6440829038619995,0.6900074481964111,0.8355305790901184,0.9211433529853821,0.004934364464133978,-0.06693597882986069,-0.1411101371049881,-0.15090103447437286,0.46252134442329407,1.0784562826156616,0.30246177315711975,0.4078093469142914,0.48841220140457153,0.0677892193198204,0.9390302300453186,0.9506949782371521,0.16611763834953308,0.14315830171108246,0.11844655126333237
1,0.0,0.0,0.0,-0.21711695194244385,-0.34880974888801575,-0.07830489426851273,-0.2982414662837982,-0.7626219987869263,-0.1120728924870491,-0.23249246180057526,-1.1442867517471313,-0.15752913057804108,-0.1361078917980194,-1.4004586935043335,-0.1907995492219925,-0.17183567583560944,-1.0866137742996216,0.01999928429722786,-0.2370098978281021,-1.538275122642517,-0.08901670575141907,-0.243525430560112,-1.7882568836212158,-0.14730268716812134,-0.23204725980758667,-2.0317466259002686,-0.18424634635448456,0.006261293310672045,-0.9999603033065796,0.0063353669829666615,0.01034328993409872,-1.228045105934143,-0.13791711628437042,-0.013108083046972752,-0.8471680879592896,-0.14361877739429474,-0.0003540907637216151,-0.7240312695503235,-0.107325479388237,0.17675159871578217,-0.8540312647819519,-0.031956735998392105,0.1770956814289093,-1.032330870628357,-0.1902286857366562,0.08977910876274109,-0.6828441023826599,-0.12363920360803604,0.07725588232278824,-0.6025527119636536,-0.03463905677199364,0.3178127408027649,-0.6884512305259705,-0.07876351475715637,0.3261811137199402,-0.8424316048622131,-0.16042542457580566,0.21911996603012085,-0.6324850916862488,-0.09763439744710922,0.18337568640708923,-0.5476431846618652,-0.029425811022520065,0.6628128290176392,0.9688227772712708,0.29849523305892944,0.27045899629592896,0.20083436369895935,0.6385700106620789,0.694946825504303,0.8405736684799194,0.9248813390731812,-0.006553205661475658,-0.0834740698337555,-0.15616048872470856,-0.16137373447418213,0.46854037046432495,1.0759624242782593,0.29849523305892944,0.4057732820510864,0.48707202076911926,0.06922926753759384,0.9401622414588928,0.9502840042114258,0.16019625961780548,0.1375495344400406,0.11931898444890976
1,0.0,0.0,0.0,-0.21788792312145233,-0.3514827787876129,-0.0783538967370987,-0.30020174384117126,-0.7636101841926575,-0.11404690891504288,-0.23340922594070435,-1.145448088645935,-0.16165854036808014,-0.13695809245109558,-1.4045802354812622,-0.19730694591999054,-0.1731628030538559,-1.0869786739349365,0.01766069047152996,-0.2393179088830948,-1.5383247137069702,-0.0926785096526146,-0.24565769731998444,-1.7908122539520264,-0.15190953016281128,-0.23491281270980835,-2.0349154472351074,-0.18949812650680542,0.00600203312933445,-0.9999750852584839,0.003708472242578864,0.008044254034757614,-1.229887843132019,-0.14090493321418762,-0.015314440242946148,-0.8471167683601379,-0.14521177113056183,-0.0028270594775676727,-0.7212824821472168,-0.1081133782863617,0.17717131972312927,-0.8538439273834229,-0.034881532192230225,0.17604854702949524,-1.0350778102874756,-0.19252097606658936,0.08946000784635544,-0.6845794916152954,-0.1233561560511589,0.0770479068160057,-0.6014668941497803,-0.033146731555461884,0.31849315762519836,-0.6874658465385437,-0.08219164609909058,0.3265196979045868,-0.8441819548606873,-0.16384033858776093,0.21911396086215973,-0.6333532929420471,-0.09984120726585388,0.18386732041835785,-0.5463439226150513,-0.030975915491580963,0.6666508316993713,0.9722716212272644,0.3004191219806671,0.27151772379875183,0.20164962112903595,0.637948751449585,0.7020273208618164,0.8471943140029907,0.9312167167663574,-0.007808823604136705,-0.08919357508420944,-0.16416022181510925,-0.16633103787899017,0.47386717796325684,1.0800325870513916,0.3004191219806671,0.4064660370349884,0.4884878098964691,0.0689363032579422,0.9421247839927673,0.9499155879020691,0.15826956927776337,0.13386748731136322,0.11829110980033875
1,0.0,0.0,0.0,-0.2184203863143921,-0.3499873876571655,-0.07648121565580368,-0.3021118938922882,-0.7637902498245239,-0.11214780807495117,-0.23534148931503296,-1.1450748443603516,-0.16030757129192352,-0.1393614113330841,-1.4025077819824219,-0.19657960534095764,-0.1744941771030426,-1.0852627754211426,0.01817823015153408,-0.24151381850242615,-1.5355753898620605,-0.0920114815235138,-0.24832965433597565,-1.7876837253570557,-0.15080751478672028,-0.2382126897573471,-2.031269073486328,-0.18815721571445465,0.004465506412088871,-0.999984860420227,0.00321635021828115,0.002678343327715993,-1.2299904823303223,-0.13971015810966492,-0.018611397594213486,-0.8475115299224854,-0.14189094305038452,-0.0031569304410368204,-0.7226874232292175,-0.10385944694280624,0.17532233893871307,-0.8549873232841492,-0.03635525330901146,0.17140404880046844,-1.0371882915496826,-0.19250713288784027,0.0870000496506691,-0.6875258684158325,-0.12176591902971268,0.07746978104114532,-0.6047172546386719,-0.031126683577895164,0.3170349895954132,-0.6891683340072632,-0.08461098372936249,0.3234718143939972,-0.8486873507499695,-0.1649726927280426,0.21642927825450897,-0.6382836103439331,-0.09999332576990128,0.1831815391778946,-0.5511038899421692,-0.030888767912983894,0.6645122170448303,0.9703413844108582,0.29735028743743896,0.2687704861164093,0.1996612548828125,0.6365402340888977,0.6995029449462891,0.8431252241134644,0.9254058003425598,-0.008422384038567543,-0.0927201583981514,-0.16545292735099792,-0.1656908392906189,0.47183606028556824,1.0765982866287231,0.29735028743743896,0.40341734886169434,0.48435184359550476,0.07009359449148178,0.9420105814933777,0.9498111605644226,0.15463128685951233,0.13088005781173706,0.11850863695144653
1,0.0,0.0,0.0,-0.2178810089826584,-0.3501093089580536,-0.07408221065998077,-0.2990257740020752,-0.7650538086891174,-0.10795513540506363,-0.2298990786075592,-1.143782138824463,-0.1550774872303009,-0.1362413913011551,-1.4021358489990234,-0.19103752076625824,-0.1734020709991455,-1.0832809209823608,0.02231759764254093,-0.23878635466098785,-1.5324937105178833,-0.08482996374368668,-0.24589897692203522,-1.7831298112869263,-0.14186111092567444,-0.23553097248077393,-2.0248525142669678,-0.17864273488521576,0.006495455279946327,-0.9999630451202393,0.00563199445605278,0.0021494869142770767,-1.229016900062561,-0.13636232912540436,-0.01810869202017784,-0.8503955006599426,-0.14003397524356842,9.01555031305179e-05,-0.7232245802879333,-0.10341101884841919,0.1772952377796173,-0.8549988865852356,-0.035353004932403564,0.17105598747730255,-1.0344493389129639,-0.1900717318058014,0.08843068778514862,-0.6895616054534912,-0.12127545475959778,0.08149285614490509,-0.6059111952781677,-0.03253008797764778,0.31865647435188293,-0.688448965549469,-0.08490114659070969,0.32289645075798035,-0.8477457761764526,-0.16380536556243896,0.21664737164974213,-0.6405861377716064,-0.09975966811180115,0.18508490920066833,-0.5542662143707275,-0.0319225899875164,0.6627782583236694,0.9647807478904724,0.2975156903266907,0.26689082384109497,0.1966039538383484,0.6307043433189392,0.6979866027832031,0.8405394554138184,0.9205710887908936,-0.012394784949719906,-0.08762649446725845,-0.15850742161273956,-0.15911492705345154,0.4698890447616577,1.069080114364624,0.2975156903266907,0.4029364585876465,0.48161208629608154,0.07039064913988113,0.9471167922019958,0.9509525895118713,0.15606120228767395,0.13354739546775818,0.1217789277434349
1,0.0,0.0,0.0,-0.21763132512569427,-0.3500557243824005,-0.07373128086328506,-0.29755085706710815,-0.764910101890564,-0.10651936382055283,-0.22730495035648346,-1.1413594484329224,-0.15223948657512665,-0.1356537640094757,-1.400626301765442,-0.18686217069625854,-0.17359736561775208,-1.082910418510437,0.02209552191197872,-0.2382092922925949,-1.530889630317688,-0.08467955887317657,-0.24524913728237152,-1.7796334028244019,-0.1420140266418457,-0.23529542982578278,-2.020904779434204,-0.17915795743465424,0.005667082965373993,-0.999968945980072,0.0054753790609538555,0.0002573806559666991,-1.2274320125579834,-0.136240154504776,-0.019427526742219925,-0.849100649356842,-0.1407913714647293,-0.0003239300276618451,-0.7216460108757019,-0.10509590059518814,0.17557872831821442,-0.8554344177246094,-0.035258907824754715,0.16906118392944336,-1.033219337463379,-0.18993104994297028,0.08660631626844406,-0.68879634141922,-0.12239063531160355,0.08044780045747757,-0.6057482957839966,-0.0347842313349247,0.31638216972351074,-0.6895405650138855,-0.08445941656827927,0.31991806626319885,-0.846067488193512,-0.16360116004943848,0.21350103616714478,-0.6382833123207092,-0.10022725909948349,0.1828431636095047,-0.5531862378120422,-0.0330943800508976,0.6609089970588684,0.9613236784934998,0.29954227805137634,0.2671952247619629,0.19764497876167297,0.6282780766487122,0.6971471309661865,0.8376505970954895,0.9182806611061096,-0.007704209536314011,-0.0817662701010704,-0.15207794308662415,-0.15376779437065125,0.466359943151474,1.065111517906189,0.29954227805137634,0.4032653272151947,0.4821760952472687,0.06840775907039642,0.9508851170539856,0.9517525434494019,0.15791665017604828,0.13589438796043396,0.12311180680990219
